38.12106761210427 54.49689439611689 0
38.03146187733725 55.094148129289266 5
36.86010269982356 55.50482276548306 10
38.03146187733725 55.76718758686601 15
37.18905006824462 56.11350518053455 20
38.03146187733725 56.247490796745616 25
38.724137787542865 56.41824654751406 30
38.03146187733725 56.40835868860713 35
39.747529600408356 56.440955067700365 40
38.03146187733725 56.587538016987004 45
40.0965203568694 56.79031514124373 50
38.03146187733725 57.23150219367658 55
41.19301158493958 57.746905195849955 60
38.03146187733725 57.294148589969176 65
42.12679766303805 57.25541913307513 70
38.03146187733725 57.25109278242991 75
41.604351842604615 57.021454854157334 80
38.03146187733725 57.11978000730659 85
41.129205643774206 56.8307169634549 90
38.03146187733725 56.70141861900304 95
41.677451257809295 56.4024959155584 100
38.03146187733725 56.38548374323556 105
41.93329921102566 56.166896646380955 110
41.93329921102566 55.951540646841586 115
41.76882552681514 55.92923416412711 120
41.38505359699058 55.7228219695618 125
42.42848879789607 55.781028931135914 130
42.3553893826914 56.00072254208886 135
42.33180892617376 56.29546797163655 140
42.11251068055972 56.737906664314835 145
41.96631185015036 56.988684875900844 150
43.209001908629894 57.35859936498972 155
43.13236542494757 57.61387328651421 160
42.41964612670195 58.06417087348995 165
43.00444144833939 58.33733470698673 170
42.6937689337195 58.73445454425422 175
